Gene stable ID	UniProtKB/Swiss-Prot ID
WBGene00001555	O02298
WBGene00001555	
WBGene00001556	Q6DNF4
WBGene00001557	Q6DNF3
WBGene00001558	
WBGene00001559	
WBGene00001560	
WBGene00001561	
WBGene00001562	
WBGene00001563	
WBGene00001564	Q10663
WBGene00001565	P34333
WBGene00001566	
WBGene00001568	P91868
WBGene00001569	
WBGene00001570	P34478
WBGene00001571	
WBGene00001572	
WBGene00001574	Q94361
WBGene00001575	
WBGene00001577	
WBGene00001578	Q04457
WBGene00001579	O44518
WBGene00001580	P55163
WBGene00001581	
WBGene00001582	
WBGene00001583	Q93903
WBGene00001584	
WBGene00001585	
WBGene00001586	Q09453
WBGene00001587	
WBGene00001588	
WBGene00001589	
WBGene00001590	
WBGene00001591	G5EBR3
WBGene00001592	Q17328
WBGene00001593	
WBGene00001594	
WBGene00001595	Q17339
WBGene00001596	O17087
WBGene00001596	
WBGene00001597	Q95ZK7
WBGene00001598	P34689
WBGene00001599	Q966L9
WBGene00001600	O01836
WBGene00001601	O76743
WBGene00001602	
WBGene00001603	P34497
WBGene00001604	
WBGene00001606	
WBGene00001607	
WBGene00001608	Q09608
WBGene00001609	P13508
WBGene00001612	P34299
WBGene00001613	Q10914
WBGene00001614	
WBGene00001615	
WBGene00001616	
WBGene00001617	
WBGene00001618	
WBGene00001619	
WBGene00001620	Q10901
WBGene00001621	Q21353
WBGene00001622	Q22682
WBGene00001623	
WBGene00001624	Q21751
WBGene00001625	
WBGene00001626	
WBGene00001627	Q9NDH7
WBGene00001628	P34678
WBGene00001629	Q8I136
WBGene00001629	
WBGene00001630	Q95ZJ1
WBGene00001631	O61394
WBGene00001631	
WBGene00001632	O61397
WBGene00001632	
WBGene00001633	O45293
WBGene00001635	O45947
WBGene00001635	
WBGene00001636	Q7K755
WBGene00001637	
WBGene00001638	Q11068
WBGene00001639	
WBGene00001640	
WBGene00001641	
WBGene00001642	
WBGene00001643	
WBGene00001644	
WBGene00001645	
WBGene00001646	Q17427
WBGene00001647	
WBGene00001648	P51875
WBGene00001649	Q9XTQ5
WBGene00001650	Q19791
WBGene00001650	
WBGene00001651	Q93971
WBGene00001651	
WBGene00001653	
WBGene00001660	P46578
WBGene00001661	P46577
WBGene00001662	P46576
WBGene00001663	P28051
WBGene00001663	
WBGene00001664	P22454
WBGene00001665	P28052
WBGene00001666	Q9BIG5
WBGene00001667	Q20701
WBGene00001668	Q93743
WBGene00001669	Q21917
WBGene00001670	Q20907
WBGene00001671	Q20910
WBGene00001672	Q9BIG4
WBGene00001673	O76584
WBGene00001674	Q19572
WBGene00001675	Q9XTB2
WBGene00001675	
WBGene00001676	Q9BIG2
WBGene00001677	P91907
WBGene00001678	Q9N2V6
WBGene00001678	
WBGene00001679	P17343
WBGene00001679	
WBGene00001680	Q20636
WBGene00001681	P54406
WBGene00001682	
WBGene00001683	P04970
WBGene00001684	P17329
WBGene00001685	P17330
WBGene00001686	P17331
WBGene00001687	
WBGene00001688	Q95QJ7
WBGene00001689	Q03569
WBGene00001690	
WBGene00001691	
WBGene00001692	
WBGene00001693	
WBGene00001694	
WBGene00001695	
WBGene00001696	
WBGene00001697	
WBGene00001698	
WBGene00001699	
WBGene00001700	
WBGene00001701	
WBGene00001702	
WBGene00001703	
WBGene00001704	
WBGene00001705	
WBGene00001707	
WBGene00001708	Q09537
WBGene00001709	Q09639
WBGene00001710	
WBGene00001711	
WBGene00001712	
WBGene00001713	
WBGene00001714	
WBGene00001715	
WBGene00001716	
WBGene00001717	
WBGene00001718	
WBGene00001719	
WBGene00001720	
WBGene00001721	
WBGene00001722	
WBGene00001723	
WBGene00001724	
WBGene00001725	
WBGene00001726	
WBGene00001727	
WBGene00001728	
WBGene00001729	
WBGene00001730	
WBGene00001731	
WBGene00001732	
WBGene00001733	
WBGene00001734	
WBGene00001735	
WBGene00001736	
WBGene00001737	
WBGene00001738	
WBGene00001739	
WBGene00001740	
WBGene00001743	P34512
WBGene00001744	Q10039
WBGene00001744	
WBGene00001745	
WBGene00001746	Q9U2Q9
WBGene00001747	Q27497
WBGene00001748	P48727
WBGene00001749	P10299
WBGene00001750	O16115
WBGene00001751	O16116
WBGene00001752	Q21355
WBGene00001753	Q09596
WBGene00001753	
WBGene00001754	P91252
WBGene00001755	P91253
WBGene00001756	P91254
WBGene00001757	Q21743
WBGene00001758	Q9N4X8
WBGene00001758	
WBGene00001759	
WBGene00001760	
WBGene00001761	
WBGene00001762	
WBGene00001763	
WBGene00001764	
WBGene00001765	
WBGene00001766	
WBGene00001767	
WBGene00001768	
WBGene00001769	
WBGene00001770	
WBGene00001771	
WBGene00001772	
WBGene00001773	
WBGene00001774	
WBGene00001775	
WBGene00001776	
WBGene00001777	
WBGene00001778	
WBGene00001779	
WBGene00001780	
WBGene00001781	
WBGene00001782	
WBGene00001783	
WBGene00001784	Q09607
WBGene00001785	
WBGene00001786	
WBGene00001787	
WBGene00001788	
WBGene00001789	
WBGene00001790	Q18938
WBGene00001791	
WBGene00001792	
WBGene00001793	Q9U2D9
WBGene00001794	Q21217
WBGene00001794	
WBGene00001795	
WBGene00001796	
WBGene00001803	Q17990
WBGene00001804	O18280
WBGene00001805	
WBGene00001806	
WBGene00001808	
WBGene00001811	
WBGene00001812	
WBGene00001813	
WBGene00001814	
WBGene00001815	
WBGene00001816	
WBGene00001817	
WBGene00001818	
WBGene00001819	
WBGene00001820	
WBGene00001821	
WBGene00001823	Q9GYG4
WBGene00001824	Q9XYD3
WBGene00001824	
WBGene00001827	
WBGene00001828	Q21059
WBGene00001829	
WBGene00001830	
WBGene00001831	P34470
WBGene00001832	
WBGene00001833	
WBGene00001834	O17695
WBGene00001835	Q09440
WBGene00001836	
WBGene00001837	O17323
WBGene00001838	
WBGene00001839	P34751
WBGene00001840	Q18212
WBGene00001841	
WBGene00001842	P34704
WBGene00001842	
WBGene00001843	Q9Y041
WBGene00001844	
WBGene00001851	G5EGD2
WBGene00001851	
WBGene00001852	Q18336
WBGene00001853	P15796
WBGene00001854	Q19743
WBGene00001855	O17536
WBGene00001856	O01833
WBGene00001857	O16277
WBGene00001858	
WBGene00001859	
WBGene00001860	O01789
WBGene00001862	
WBGene00001863	
WBGene00001864	
WBGene00001865	O18017
WBGene00001867	
WBGene00001869	Q21952
WBGene00001872	Q23405
WBGene00001874	
WBGene00001875	P62784
WBGene00001876	P08898
WBGene00001877	P09588
WBGene00001878	Q27894
WBGene00001879	P62784
WBGene00001880	P08898
WBGene00001881	P09588
WBGene00001882	Q27894
WBGene00001883	P08898
WBGene00001884	P62784
WBGene00001885	P04255
WBGene00001886	P09588
WBGene00001887	P08898
WBGene00001888	P62784
WBGene00001889	P04255
WBGene00001890	P09588
WBGene00001891	P08898
WBGene00001892	P62784
WBGene00001893	P09588
WBGene00001894	Q27894
WBGene00001895	P09588
WBGene00001896	Q27894
WBGene00001898	P10771
WBGene00001899	P08898
WBGene00001900	P62784
WBGene00001901	P08898
WBGene00001902	P62784
WBGene00001903	P04255
WBGene00001904	P09588
WBGene00001905	P62784
WBGene00001906	P08898
WBGene00001907	P09588
WBGene00001908	P04255
WBGene00001909	
WBGene00001910	
WBGene00001911	P62784
WBGene00001912	P62784
WBGene00001913	
WBGene00001914	
WBGene00001915	Q27484
WBGene00001916	P08898
WBGene00001917	P09588
WBGene00001918	P04255
WBGene00001919	P08898
WBGene00001920	P62784
WBGene00001921	P09588
WBGene00001922	Q27876
WBGene00001923	P08898
WBGene00001924	P62784
WBGene00001925	P09588
WBGene00001926	Q27894
WBGene00001927	P09588
WBGene00001928	Q27894
WBGene00001929	P08898
WBGene00001930	P62784
WBGene00001931	P09588
WBGene00001931	
WBGene00001932	Q27876
WBGene00001933	P08898
WBGene00001934	P62784
WBGene00001935	P09588
WBGene00001936	Q27876
WBGene00001937	P08898
WBGene00001938	P62784
WBGene00001939	P09588
WBGene00001940	Q27876
WBGene00001941	P62784
WBGene00001942	P09588
WBGene00001943	Q27489
WBGene00001944	Q27490
WBGene00001945	Q10453
WBGene00001946	Q9U281
WBGene00001946	
WBGene00001947	
WBGene00001948	P22980
WBGene00001949	
WBGene00001950	Q22717
WBGene00001951	P34555
WBGene00001952	Q10007
WBGene00001953	Q11094
WBGene00001954	
WBGene00001955	P34474
WBGene00001956	
WBGene00001957	Q20561
WBGene00001958	
WBGene00001959	
WBGene00001960	
WBGene00001961	
WBGene00001962	
WBGene00001964	
WBGene00001965	Q18053
WBGene00001966	
WBGene00001967	
WBGene00001968	
WBGene00001971	
WBGene00001972	Q09390
WBGene00001973	O01683
WBGene00001974	P41848
WBGene00001975	
WBGene00001976	
WBGene00001977	
WBGene00001978	P90947
WBGene00001978	
WBGene00001979	O44326
WBGene00001979	
WBGene00001980	Q967F4
WBGene00001981	
WBGene00001983	O44476
WBGene00001983	
WBGene00001984	
WBGene00001985	O02100
WBGene00001986	
WBGene00001987	
WBGene00001988	
WBGene00001989	
WBGene00001990	
WBGene00001991	
WBGene00001992	
WBGene00001993	Q22633
WBGene00001994	Q8MQ70
WBGene00001995	
WBGene00001996	
WBGene00001997	Q95Q27
WBGene00001997	
WBGene00001998	
WBGene00001999	Q22037
WBGene00002000	
WBGene00002001	P34183
WBGene00002002	
WBGene00002003	P46555
WBGene00002004	
WBGene00002005	P09446
WBGene00002007	P27420
WBGene00002007	
WBGene00002008	P20163
WBGene00002008	
WBGene00002010	P11141
WBGene00002011	P34328
WBGene00002012	
WBGene00002013	
WBGene00002015	P34696
WBGene00002016	P06582
WBGene00002016	
WBGene00002017	P34696
WBGene00002018	P06581
WBGene00002019	P02513
WBGene00002020	P02513
WBGene00002021	
WBGene00002023	
WBGene00002024	
WBGene00002025	P50140
WBGene00002025	
WBGene00002026	
WBGene00002027	Q7JKP6
WBGene00002028	Q966W3
WBGene00002029	O17645
WBGene00002030	
WBGene00002031	
WBGene00002032	
WBGene00002033	
WBGene00002034	
WBGene00002035	
WBGene00002036	
WBGene00002037	
WBGene00002038	
WBGene00002039	P91443
WBGene00002040	
WBGene00002041	
WBGene00002042	
WBGene00002043	G5ED45
WBGene00002043	
WBGene00002044	Q7Z139
WBGene00002045	Q18885
WBGene00002046	
WBGene00002047	
WBGene00002048	G5EGJ5
WBGene00002050	P90901
WBGene00002051	Q21065
WBGene00002052	P90900
WBGene00002053	Q19289
WBGene00002054	Q19286
WBGene00002054	
WBGene00002055	O45168
WBGene00002056	Q21067
WBGene00002056	
WBGene00002057	Q86DC6
WBGene00002058	Q19782
WBGene00002059	
WBGene00002059	O45551
WBGene00002060	Q21693
WBGene00002061	O61955
WBGene00002062	Q22888
WBGene00002063	P56570
WBGene00002064	P34563
WBGene00002064	
WBGene00002065	Q20751
WBGene00002066	
WBGene00002067	Q09501
WBGene00002068	Q18235
WBGene00002069	
WBGene00002070	
WBGene00002071	
WBGene00002072	Q22560
WBGene00002073	P91276
WBGene00002074	Q19969
WBGene00002075	
WBGene00002076	
WBGene00002077	
WBGene00002078	
WBGene00002079	
WBGene00002080	
WBGene00002081	Q03600
WBGene00002083	P27639
WBGene00002084	
WBGene00002085	Q09627
WBGene00002086	Q09628
WBGene00002087	Q09626
WBGene00002088	P56173
WBGene00002089	P56174
WBGene00002090	Q23430
WBGene00002090	
WBGene00002091	
WBGene00002092	
WBGene00002093	
WBGene00002094	Q18060
WBGene00002095	
WBGene00002096	
WBGene00002097	
WBGene00002098	
WBGene00002099	
WBGene00002100	G5EFH1
WBGene00002101	
WBGene00002102	
WBGene00002103	
WBGene00002104	Q21507
WBGene00002105	Q21508
WBGene00002106	Q21506
WBGene00002107	
WBGene00002108	
WBGene00002109	
WBGene00002110	
WBGene00002111	
WBGene00002112	
WBGene00002113	
WBGene00002114	
WBGene00002115	
WBGene00002116	
WBGene00002117	
WBGene00002118	
WBGene00002119	
WBGene00002120	
WBGene00002121	
WBGene00002123	
WBGene00002124	Q9U3K5
WBGene00002125	Q19746
WBGene00002127	Q23027
WBGene00002128	Q9U3N4
WBGene00002129	Q21123
WBGene00002129	
WBGene00002130	Q23593
WBGene00002131	
WBGene00002132	Q22549
WBGene00002132	
WBGene00002133	Q23157
WBGene00002133	
WBGene00002134	O01634
WBGene00002135	
WBGene00002136	O62136
WBGene00002137	
WBGene00002138	O61787
WBGene00002139	O61788
WBGene00002140	
WBGene00002141	O61715
WBGene00002142	
WBGene00002143	
WBGene00002144	
WBGene00002146	Q17848
WBGene00002146	
WBGene00002147	Q09499
WBGene00002147	
WBGene00002148	
WBGene00002149	P52192
WBGene00002150	
WBGene00002151	
WBGene00002152	Q21926
WBGene00002153	
WBGene00002162	
WBGene00002163	
WBGene00002169	P41877
WBGene00002173	Q9Y0A1
WBGene00002174	
WBGene00002175	Q9U308
WBGene00002175	
WBGene00002176	
WBGene00002177	G5EDT6
WBGene00002178	Q8WQG9
WBGene00002179	
WBGene00002180	
WBGene00002181	
WBGene00002182	
WBGene00002183	Q22100
WBGene00002184	
WBGene00002185	
WBGene00002186	P34569
WBGene00002187	O44408
WBGene00002188	
WBGene00002189	P21137
WBGene00002189	
WBGene00002190	P30625
WBGene00002191	P18334
WBGene00002192	
WBGene00002193	
WBGene00002194	
WBGene00002195	
WBGene00002196	P28548
WBGene00002198	
WBGene00002199	P34891
WBGene00002199	
WBGene00002200	P34892
WBGene00002201	P46549
WBGene00002202	P42168
WBGene00002203	Q20471
WBGene00002203	
WBGene00002204	
WBGene00002205	
WBGene00002206	
WBGene00002207	Q10925
WBGene00002208	
WBGene00002210	Q21017
WBGene00002211	
WBGene00002213	Q95YD4
WBGene00002214	
WBGene00002215	P46822
WBGene00002216	P45962
WBGene00002217	
WBGene00002218	
WBGene00002219	
WBGene00002220	
WBGene00002222	
WBGene00002223	
WBGene00002224	
WBGene00002225	
WBGene00002226	
WBGene00002227	
WBGene00002228	
WBGene00002229	
WBGene00002230	Q965T6
WBGene00002231	P34278
WBGene00002232	O17798
WBGene00002233	
WBGene00002234	
WBGene00002235	
WBGene00002238	Q22099
WBGene00002238	
WBGene00002239	G5EFD2
WBGene00002240	G5EDA5
WBGene00002241	P34705
WBGene00002242	
WBGene00002243	
WBGene00002244	D0PV95
WBGene00002245	
WBGene00002246	P45442
WBGene00002247	
WBGene00002248	
WBGene00002249	P34629
WBGene00002250	Q27245
WBGene00002251	G5EDW2
WBGene00002252	G5ECX0
WBGene00002253	Q20223
WBGene00002254	Q20224
WBGene00002255	Q20222
WBGene00002255	
WBGene00002256	Q23092
WBGene00002257	O01814
WBGene00002258	O01812
WBGene00002259	O02323
WBGene00002260	
WBGene00002261	
WBGene00002262	Q27888
WBGene00002262	
WBGene00002263	
WBGene00002264	P36573
WBGene00002264	
WBGene00002265	
WBGene00002266	Q09581
WBGene00002266	
WBGene00002267	
WBGene00002268	
WBGene00002269	
WBGene00002270	Q09605
WBGene00002271	Q09610
WBGene00002272	
WBGene00002273	
WBGene00002274	
WBGene00002275	Q9XTB5
WBGene00002276	G5EGA3
WBGene00002278	
WBGene00002280	P17140
WBGene00002282	Q93373
WBGene00002295	Q93442
WBGene00002297	
WBGene00002299	P24348
WBGene00002299	
WBGene00002324	Q95Q17
WBGene00002335	P22981
WBGene00002344	P35129
WBGene00002348	P02567
WBGene00002363	G5EGK8
WBGene00002368	Q21341
WBGene00002393	
WBGene00002497	Q20679
WBGene00002583	Q95Q95
WBGene00002601	
WBGene00002632	O61967
WBGene00002637	G5EBZ4
WBGene00002694	P92199
WBGene00002696	
WBGene00002717	
WBGene00002783	
WBGene00002804	
WBGene00002827	Q27394
WBGene00002845	
WBGene00002850	
WBGene00002855	Q11190
WBGene00002879	P34346
WBGene00002881	Q11184
WBGene00002889	
WBGene00002891	Q09517
WBGene00002891	
WBGene00002915	
WBGene00002957	Q17336
WBGene00002974	Q27218
WBGene00002974	
WBGene00002975	
WBGene00002976	Q22328
WBGene00002976	
WBGene00002977	
WBGene00002978	Q22866
WBGene00002978	Q27249
WBGene00002978	
WBGene00002979	Q95Q62
WBGene00002980	Q09490
WBGene00002981	Q23536
WBGene00002981	
WBGene00002982	
WBGene00002983	
WBGene00002985	Q27474
WBGene00002986	
WBGene00002987	
WBGene00002988	
WBGene00002989	
WBGene00002990	
WBGene00002991	P54936
WBGene00002992	Q03345
WBGene00002992	
WBGene00002994	P45970
WBGene00002996	
WBGene00002997	G5EDW7
WBGene00002998	P30630
WBGene00002999	O17583
WBGene00002999	
WBGene00003000	P20154
WBGene00003001	P14585
WBGene00003002	Q11107
WBGene00003003	Q21446
WBGene00003006	
WBGene00003007	G5EGT9
WBGene00003008	
WBGene00003009	Q09990
WBGene00003009	
WBGene00003010	
WBGene00003011	Q10573
WBGene00003012	Q27355
WBGene00003012	
WBGene00003014	P92186
WBGene00003015	
WBGene00003017	P34683
WBGene00003018	Q10574
WBGene00003019	
WBGene00003020	G5EDT1
WBGene00003021	P34427
WBGene00003022	
WBGene00003024	P34684
WBGene00003025	
WBGene00003026	Q9U489
WBGene00003029	Q27886
WBGene00003030	Q07292
WBGene00003030	
WBGene00003031	
WBGene00003033	
WBGene00003034	Q20318
WBGene00003035	Q10120
WBGene00003035	
WBGene00003036	P90916
WBGene00003037	Q95QD7
WBGene00003038	Q09377
WBGene00003040	O44757
WBGene00003041	B2D6M2
WBGene00003043	V6CIV8
WBGene00003044	
WBGene00003045	
WBGene00003046	O17862
WBGene00003047	Q9NDC9
WBGene00003048	Q9U9Y8
WBGene00003052	Q21443
WBGene00003053	Q11117
WBGene00003055	Q09566
WBGene00003055	
WBGene00003056	
WBGene00003057	Q23628
WBGene00003058	Q09624
WBGene00003059	
WBGene00003060	
WBGene00003061	
WBGene00003062	
WBGene00003063	Q95Y89
WBGene00003064	
WBGene00003065	
WBGene00003066	
WBGene00003068	Q9TZM3
WBGene00003071	Q04833
WBGene00003072	
WBGene00003073	Q09996
WBGene00003074	
WBGene00003075	
WBGene00003076	
WBGene00003077	
WBGene00003078	Q19952
WBGene00003079	
WBGene00003080	
WBGene00003081	
WBGene00003082	
WBGene00003083	
WBGene00003084	Q9TZD0
WBGene00003085	
WBGene00003086	Q8I4E2
WBGene00003086	
WBGene00003087	
WBGene00003089	
WBGene00003090	O62415
WBGene00003091	O62416
WBGene00003092	Q9XXS1
WBGene00003093	
WBGene00003094	Q20967
WBGene00003095	
WBGene00003096	O16202
WBGene00003097	
WBGene00003098	
WBGene00003099	
WBGene00003100	O18214
WBGene00003102	P10038
WBGene00003104	Q95Q39
WBGene00003106	P90971
WBGene00003107	
WBGene00003111	Q95XP4
WBGene00003111	
WBGene00003112	Q20054
WBGene00003114	
WBGene00003119	Q9NAG4
WBGene00003123	P49029
WBGene00003124	P37209
WBGene00003129	
WBGene00003130	
WBGene00003132	Q9N593
WBGene00003133	O18191
WBGene00003134	Q19294
WBGene00003136	O17581
WBGene00003142	
WBGene00003143	
WBGene00003144	G5EGQ3
WBGene00003144	
WBGene00003148	
WBGene00003149	Q8WQL7
WBGene00003150	Q9XTF3
WBGene00003150	
WBGene00003151	
WBGene00003153	
WBGene00003154	
WBGene00003155	
WBGene00003156	Q95XQ8
WBGene00003156	
WBGene00003157	Q21902
WBGene00003158	P34647
WBGene00003159	
WBGene00003160	
WBGene00003161	
WBGene00003162	O02640
WBGene00003163	
WBGene00003164	Q9N337
WBGene00003165	
WBGene00003166	Q27433
WBGene00003166	
WBGene00003167	P09088
WBGene00003167	
WBGene00003168	P24612
WBGene00003169	
WBGene00003170	O01811
WBGene00003171	P12456
WBGene00003172	
WBGene00003173	
WBGene00003174	P34886
WBGene00003175	P91910
WBGene00003176	
WBGene00003177	Q22071
WBGene00003178	O45100
WBGene00003178	
WBGene00003179	
WBGene00003180	
WBGene00003181	
WBGene00003182	
WBGene00003183	P34808
WBGene00003184	O44740
WBGene00003185	Q21307
WBGene00003186	Q10664
WBGene00003196	
WBGene00003209	Q94420
WBGene00003209	
WBGene00003210	Q18508
WBGene00003214	P50432
WBGene00003216	
WBGene00003218	Q21502
WBGene00003219	G5EBL2
WBGene00003220	O17514
WBGene00003221	Q10665
WBGene00003221	
WBGene00003222	Q9NH52
WBGene00003224	Q9GYS1
WBGene00003225	P41956
WBGene00003225	
WBGene00003228	
WBGene00003229	
WBGene00003230	Q9XUB2
WBGene00003231	Q09436
WBGene00003232	Q09630
WBGene00003232	
WBGene00003233	
WBGene00003234	
WBGene00003235	Q18785
WBGene00003235	
WBGene00003236	P90835
WBGene00003237	
WBGene00003238	
WBGene00003239	
WBGene00003241	Q22227
WBGene00003242	O76840
WBGene00003243	P34400
WBGene00003245	G5EF33
WBGene00003246	Q7YWX7
WBGene00003247	Q23356
WBGene00003248	Q20930
WBGene00003249	O45348
WBGene00003252	G1FC92
WBGene00003253	P45895
WBGene00003254	Q21815
WBGene00003258	
WBGene00003367	Q09591
WBGene00003368	Q20347
WBGene00003369	P19625
WBGene00003370	P19626
WBGene00003371	P53014
WBGene00003371	
WBGene00003372	Q09510
WBGene00003373	
WBGene00003374	A0A0K3AV08
WBGene00003375	
WBGene00003376	O17212
WBGene00003377	
WBGene00003378	P41846
WBGene00003378	
WBGene00003380	Q17895
WBGene00003384	
WBGene00003385	
WBGene00003386	
WBGene00003387	
WBGene00003388	Q9XV46
WBGene00003389	P34498
WBGene00003390	Q9BLB6
WBGene00003391	
WBGene00003392	O45244
WBGene00003392	
WBGene00003393	Q09530
WBGene00003394	Q22329
WBGene00003395	Q10459
WBGene00003396	Q9XTC6
WBGene00003397	A0A0K3AWM6
WBGene00003400	O44997
WBGene00003400	
WBGene00003401	P39745
WBGene00003402	
WBGene00003403	
WBGene00003404	
WBGene00003405	Q23255
WBGene00003406	
WBGene00003407	
WBGene00003408	
WBGene00003409	
WBGene00003410	
WBGene00003411	
WBGene00003412	
WBGene00003413	
WBGene00003414	
WBGene00003415	Q20970
WBGene00003415	
WBGene00003417	G5EC44
WBGene00003418	
WBGene00003421	Q19272
WBGene00003421	
WBGene00003422	
WBGene00003423	
WBGene00003424	Q19832
WBGene00003425	P05634
WBGene00003426	P53017
WBGene00003429	P53017
WBGene00003430	P53018
WBGene00003431	P53019
WBGene00003432	P05634
WBGene00003434	P53020
WBGene00003435	P53017
WBGene00003438	P53017
WBGene00003442	Q18461
WBGene00003443	P53017
WBGene00003444	P53017
WBGene00003446	P53017
WBGene00003448	Q17856
WBGene00003449	P05634
WBGene00003450	Q17856
WBGene00003451	
WBGene00003452	P53017
WBGene00003456	Q21244
WBGene00003457	P53017
WBGene00003458	P53017
WBGene00003462	
WBGene00003463	P05634
WBGene00003464	Q9TVW5
WBGene00003465	Q94053
WBGene00003466	Q9TVW5
WBGene00003467	
WBGene00003468	P53017
WBGene00003469	P53017
WBGene00003470	Q23519
WBGene00003471	
WBGene00003472	
WBGene00003473	P17511
WBGene00003474	P17512
WBGene00003475	Q9N589
WBGene00003476	Q22712
WBGene00003477	Q9TXP3
WBGene00003478	G5ED68
WBGene00003478	
WBGene00003479	Q965W9
WBGene00003480	
WBGene00003482	P34576
WBGene00003485	O02365
WBGene00003495	Q27371
WBGene00003497	Q21281
WBGene00003499	
WBGene00003504	P34607
WBGene00003507	
WBGene00003508	
WBGene00003509	
WBGene00003510	
WBGene00003511	
WBGene00003514	P12845
WBGene00003515	P12844
WBGene00003516	
WBGene00003517	Q93655
WBGene00003518	P32739
WBGene00003518	
WBGene00003519	Q21339
WBGene00003520	O62243
WBGene00003521	Q9N5R0
WBGene00003522	Q21252
WBGene00003523	P55112
WBGene00003523	
WBGene00003524	P91828
WBGene00003525	Q9U3S9
WBGene00003525	
WBGene00003526	P55113
WBGene00003527	Q18439
WBGene00003528	P91137
WBGene00003529	Q21388
WBGene00003529	
WBGene00003530	Q21432
WBGene00003531	Q9XTD6
WBGene00003532	Q20191
WBGene00003533	Q19269
WBGene00003534	P55115
WBGene00003535	Q21180
WBGene00003536	Q21178
WBGene00003537	Q21179
WBGene00003538	Q21181
WBGene00003539	Q22396
WBGene00003540	Q22401
WBGene00003541	Q22398
WBGene00003542	Q7Z0M7
WBGene00003543	Q93542
WBGene00003544	Q20459
WBGene00003545	O17264
WBGene00003546	P98061
WBGene00003547	Q20958
WBGene00003548	Q9N2V2
WBGene00003549	Q7JLI1
WBGene00003550	O16977
